Order_ID,Order_Date,Customer_ID,Customer_Name,State,Region_Raw,Region,Product_ID,Product_Name,Fabric_Type,Quantity_Meters_Raw,Quantity_Meters,Unit_Price,Discount_Percent,Gross_Amount,Sales_Amount_Raw,Sales_Amount_Expected,Sales_Match,Order_Status_Raw,Order_Status,Payment_Method_Raw,Payment_Method,Order_Month,Order_Quarter,Order_Year
ORDX00250,10/11/2026,C109,Odisha Style Mills,Odisha,East,East,TX206,Silk Fusion,Silk Blend,155,155,599,3,92845,90059.65,90059.65,Match,Delivered,Delivered,Bank Transfer,Bank Transfer,Oct,Q4,2026
ORDX00251,4/30/2026,C105,Northern Apparel Works,Delhi,North,North,TX201,Organic Cotton,Cotton,590,590,237,15,139830,118855.5,118855.5,Match,Processing,Processing,Bank Transfer,Bank Transfer,Apr,Q2,2026
ORDX00252,11/30/2026,C111,Hyderabad Fashion Line,Telangana,South,South,TX204,Rayon Flex,Rayon,676,676,255,0,172380,172380,172380,Match,Delivered,Delivered,Credit,Credit,Nov,Q4,2026
ORDX00253,2/4/2026,C101,Vardhan Textiles,Tamil Nadu,South,South,TX207,Poly Viscose,Viscose,232,232,220,8,51040,46956.8,46956.8,Match,Delivered,Delivered,UPI,UPI,Feb,Q1,2026
ORDX00254,7/25/2026,C101,Vardhan Textiles,Tamil Nadu,South,South,TX203,Premium Denim,Denim,46,46,344,2,15824,15507.52,15507.52,Match,Returned,Returned,Cash,Cash,Jul,Q3,2026
ORDX00255,8/5/2026,C111,Hyderabad Fashion Line,Telangana,South,South,TX202,Printed Cambric,Printed Cotton,340,340,269,8,91460,84143.2,84143.2,Match,Shipped,Shipped,Cash,Cash,Aug,Q3,2026
ORDX00256,10/21/2026,C102,Metro Fabric House,Maharashtra,West,West,TX207,Poly Viscose,Viscose,185,185,229,15,42365,36010.25,36010.25,Match,Delivered,Delivered,Credit,Credit,Oct,Q4,2026
ORDX00257,1/8/2026,C110,Jaipur Fashion Yard,Rajasthan,North,North,TX207,Poly Viscose,Viscose,375,375,222,0,83250,83250,83250,Match,Shipped,Shipped,Wallet,Wallet,Jan,Q1,2026
ORDX00258,7/12/2026,C106,Royal Weave Traders,Gujarat,West,West,TX202,Printed Cambric,Printed Cotton,345,345,270,12,93150,81972,81972,Match,Delivered,Delivered,Credit,Credit,Jul,Q3,2026
ORDX00259,1/26/2026,C102,Metro Fabric House,Maharashtra,West,West,TX201,Organic Cotton,Cotton,682,682,217,12,147994,130234.72,130234.72,Match,Processing,Processing,Cash,Cash,Jan,Q1,2026
ORDX00260,10/29/2026,C108,Punjab Cloth Market,Punjab,North,North,TX209,Workwear Poly,Poly Cotton,35,35,220,3,7700,7469,7469,Match,Shipped,Shipped,Wallet,Wallet,Oct,Q4,2026
ORDX00261,3/31/2026,C105,Northern Apparel Works,Delhi,North,North,TX209,Workwear Poly,Poly Cotton,254,254,207,2,52578,51526.44,51526.44,Match,Shipped,Shipped,UPI,UPI,Mar,Q1,2026
ORDX00262,3/30/2026,C101,Vardhan Textiles,Tamil Nadu,South,South,TX209,Workwear Poly,Poly Cotton,619,619,202,8,125038,115034.96,115034.96,Match,Delivered,Delivered,Cash,Cash,Mar,Q1,2026
ORDX00263,4/12/2026,C104,Eastern Stitch Hub,West Bengal,East,East,TX202,Printed Cambric,Printed Cotton,528,528,250,5,132000,125400,125400,Match,Delivered,Delivered,Credit,Credit,Apr,Q2,2026
ORDX00264,10/6/2026,C102,Metro Fabric House,Maharashtra,West,West,TX209,Workwear Poly,Poly Cotton,399,399,190,3,75810,73535.7,73535.7,Match,Delivered,Delivered,UPI,UPI,Oct,Q4,2026
ORDX00265,3/17/2026,C105,Northern Apparel Works,Delhi,North,North,TX201,Organic Cotton,Cotton,177,177,228,8,40356,37127.52,37127.52,Match,Delivered,Delivered,UPI,UPI,Mar,Q1,2026
ORDX00266,8/12/2026,C101,Vardhan Textiles,Tamil Nadu,South,South,TX201,Organic Cotton,Cotton,531,531,221,3,117351,113830.47,113830.47,Match,Delivered,Delivered,Cash,Cash,Aug,Q3,2026
ORDX00267,4/20/2026,C103,LoomCraft India,Karnataka,South,South,TX208,Athleisure Knit,Cotton Lycra,37,37,305,8,11285,10382.2,10382.2,Match,Returned,Returned,Credit,Credit,Apr,Q2,2026
ORDX00268,8/9/2026,C106,Royal Weave Traders,Gujarat,West,West,TX205,Linen Touch,Linen Blend,188,188,386,0,72568,72568,72568,Match,Delivered,Delivered,Wallet,Wallet,Aug,Q3,2026
ORDX00269,9/28/2026,C112,UP Garment Source,Uttar Pradesh,North,North,TX204,Rayon Flex,Rayon,77,77,247,15,19019,16166.15,16166.15,Match,Processing,Processing,Credit,Credit,Sep,Q3,2026
ORDX00270,4/17/2026,C112,UP Garment Source,Uttar Pradesh,North,North,TX205,Linen Touch,Linen Blend,370,370,395,12,146150,128612,128612,Match,Cancelled,Cancelled,UPI,UPI,Apr,Q2,2026
ORDX00271,9/28/2026,C104,Eastern Stitch Hub,West Bengal,East,East,TX203,Premium Denim,Denim,358,358,337,8,120646,110994.32,110994.32,Match,Delivered,Delivered,Credit,Credit,Sep,Q3,2026
ORDX00272,2/21/2026,C104,Eastern Stitch Hub,West Bengal,East,East,TX205,Linen Touch,Linen Blend,528,528,403,3,212784,206400.48,206400.48,Match,Processing,Processing,Cash,Cash,Feb,Q1,2026
ORDX00273,6/7/2026,C108,Punjab Cloth Market,Punjab,North,North,TX210,Matte Polyester,Polyester,692,692,186,2,128712,126137.76,126137.76,Match,Returned,Returned,Credit,Credit,Jun,Q2,2026
ORDX00274,12/17/2026,C109,Odisha Style Mills,Odisha,East,East,TX207,Poly Viscose,Viscose,142,142,206,2,29252,28666.96,28666.96,Match,Delivered,Delivered,UPI,UPI,Dec,Q4,2026
ORDX00275,2/5/2026,C110,Jaipur Fashion Yard,Rajasthan,North,North,TX210,Matte Polyester,Polyester,118,118,191,5,22538,21411.1,21411.1,Match,Processing,Processing,UPI,UPI,Feb,Q1,2026
ORDX00276,6/22/2026,C112,UP Garment Source,Uttar Pradesh,North,North,TX208,Athleisure Knit,Cotton Lycra,396,396,306,12,121176,106634.88,106634.88,Match,Delivered,Delivered,Wallet,Wallet,Jun,Q2,2026
ORDX00277,1/26/2026,C106,Royal Weave Traders,Gujarat,West,West,TX209,Workwear Poly,Poly Cotton,555,555,199,12,110445,97191.6,97191.6,Match,Delivered,Delivered,UPI,UPI,Jan,Q1,2026
ORDX00278,6/1/2026,C110,Jaipur Fashion Yard,Rajasthan,North,North,TX208,Athleisure Knit,Cotton Lycra,83,83,306,2,25398,24890.04,24890.04,Match,Processing,Processing,Credit,Credit,Jun,Q2,2026
ORDX00279,4/10/2026,C108,Punjab Cloth Market,Punjab,North,North,TX203,Premium Denim,Denim,94,94,334,12,31396,27628.48,27628.48,Match,Processing,Processing,Cash,Cash,Apr,Q2,2026
ORDX00280,8/30/2026,C104,Eastern Stitch Hub,West Bengal,East,East,TX210,Matte Polyester,Polyester,615,615,186,12,114390,100663.2,100663.2,Match,Shipped,Shipped,Credit,Credit,Aug,Q3,2026
ORDX00281,5/29/2026,C101,Vardhan Textiles,Tamil Nadu,South,South,TX207,Poly Viscose,Viscose,696,696,204,15,141984,120686.4,120686.4,Match,Shipped,Shipped,Bank Transfer,Bank Transfer,May,Q2,2026
ORDX00282,3/19/2026,C107,Coastal Cotton Co,Kerala,South,South,TX210,Matte Polyester,Polyester,111,111,194,8,21534,19811.28,19811.28,Match,delivered,Delivered,Credit,Credit,Mar,Q1,2026
ORDX00283,3/26/2026,C103,LoomCraft India,Karnataka,South,South,TX207,Poly Viscose,Viscose,692,692,209,3,144628,140289.16,140289.16,Match,Delivered,Delivered,UPI,UPI,Mar,Q1,2026
ORDX00284,10/7/2026,C101,Vardhan Textiles,Tamil Nadu,South,South,TX207,Poly Viscose,Viscose,336,336,203,3,68208,66161.76,66161.76,Match,Shipped,Shipped,Credit,Credit,Oct,Q4,2026
ORDX00285,8/20/2026,C107,Coastal Cotton Co,Kerala,South,South,TX204,Rayon Flex,Rayon,387,387,227,5,87849,83456.55,83456.55,Match,Delivered,Delivered,UPI,UPI,Aug,Q3,2026
ORDX00286,7/15/2026,C111,Hyderabad Fashion Line,Telangana,South,South,TX206,Silk Fusion,Silk Blend,595,595,596,5,354620,336889,336889,Match,Shipped,Shipped,Bank Transfer,Bank Transfer,Jul,Q3,2026
ORDX00287,9/21/2026,C111,Hyderabad Fashion Line,Telangana,South,South,TX205,Linen Touch,Linen Blend,264,264,392,15,103488,87964.8,87964.8,Match,Shipped,Shipped,Bank Transfer,Bank Transfer,Sep,Q3,2026
ORDX00288,12/8/2026,C110,Jaipur Fashion Yard,Rajasthan,North,North,TX203,Premium Denim,Denim,164,164,336,12,55104,48491.52,48491.52,Match,Shipped,Shipped,UPI,UPI,Dec,Q4,2026
ORDX00289,10/13/2026,C103,LoomCraft India,Karnataka,South,South,TX202,Printed Cambric,Printed Cotton,150,150,266,15,39900,33915,33915,Match,Delivered,Delivered,Bank Transfer,Bank Transfer,Oct,Q4,2026
ORDX00290,11/7/2026,C105,Northern Apparel Works,Delhi,North,North,TX209,Workwear Poly,Poly Cotton,242,242,219,2,52998,51938.04,51938.04,Match,Delivered,Delivered,Bank Transfer,Bank Transfer,Nov,Q4,2026
ORDX00291,1/3/2026,C101,Vardhan Textiles,Tamil Nadu,South,South,TX208,Athleisure Knit,Cotton Lycra,690,690,292,10,201480,181332,181332,Match,Delivered,Delivered,Cash,Cash,Jan,Q1,2026
ORDX00292,1/5/2026,C108,Punjab Cloth Market,Punjab,North,North,TX206,Silk Fusion,Silk Blend,282,282,595,5,167790,159400.5,159400.5,Match,Processing,Processing,Wallet,Wallet,Jan,Q1,2026
ORDX00293,8/19/2026,C104,Eastern Stitch Hub,West Bengal,East,East,TX206,Silk Fusion,Silk Blend,195,195,610,8,118950,109434,109434,Match,Delivered,Delivered,Bank Transfer,Bank Transfer,Aug,Q3,2026
ORDX00294,5/31/2026,C102,Metro Fabric House,Maharashtra,West,West,TX204,Rayon Flex,Rayon,148,148,226,8,33448,30772.16,30772.16,Match,Delivered,Delivered,Credit,Credit,May,Q2,2026
ORDX00295,11/27/2026,C111,Hyderabad Fashion Line,Telangana,South,South,TX209,Workwear Poly,Poly Cotton,214,214,212,10,45368,40831.2,40831.2,Match,Cancelled,Cancelled,Credit,Credit,Nov,Q4,2026
ORDX00296,5/23/2026,C107,Coastal Cotton Co,Kerala,South,South,TX206,Silk Fusion,Silk Blend,376,376,599,5,225224,213962.8,213962.8,Match,Delivered,Delivered,Bank Transfer,Bank Transfer,May,Q2,2026
ORDX00297,6/15/2026,C101,Vardhan Textiles,Tamil Nadu,South,South,TX210,Matte Polyester,Polyester,628,628,172,8,108016,99374.72,99374.72,Match,Shipped,Shipped,Credit,Credit,Jun,Q2,2026
ORDX00298,12/2/2026,C106,Royal Weave Traders,Gujarat,West,West,TX203,Premium Denim,Denim,41,41,338,5,13858,13165.1,13165.1,Match,Delivered,Delivered,Wallet,Wallet,Dec,Q4,2026
ORDX00299,12/13/2026,C103,LoomCraft India,Karnataka,South,South,TX202,Printed Cambric,Printed Cotton,164,164,262,3,42968,41678.96,41678.96,Match,Returned,Returned,Credit,Credit,Dec,Q4,2026
ORDX00300,10/8/2026,C110,Jaipur Fashion Yard,Rajasthan,North,North,TX209,Workwear Poly,Poly Cotton,287,287,190,10,54530,49077,49077,Match,Cancelled,Cancelled,UPI,UPI,Oct,Q4,2026
ORDX00301,1/25/2026,C106,Royal Weave Traders,Gujarat,West,West,TX204,Rayon Flex,Rayon,687,687,226,8,155262,142841.04,142841.04,Match,Delivered,Delivered,Credit,Credit,Jan,Q1,2026
ORDX00302,3/20/2026,C104,Eastern Stitch Hub,West Bengal,East,East,TX209,Workwear Poly,Poly Cotton,614,614,217,8,133238,122578.96,122578.96,Match,Processing,Processing,Bank Transfer,Bank Transfer,Mar,Q1,2026
ORDX00303,11/12/2026,C104,Eastern Stitch Hub,West Bengal,East,East,TX202,Printed Cambric,Printed Cotton,481,481,273,10,131313,118181.7,118181.7,Match,Delivered,Delivered,Credit,Credit,Nov,Q4,2026
ORDX00304,10/14/2026,C112,UP Garment Source,Uttar Pradesh,North,North,TX207,Poly Viscose,Viscose,551,551,201,3,110751,107428.47,107428.47,Match,Delivered,Delivered,Credit,Credit,Oct,Q4,2026
ORDX00305,9/10/2026,C111,Hyderabad Fashion Line,Telangana,South,South,TX202,Printed Cambric,Printed Cotton,90,90,253,12,22770,20037.6,20037.6,Match,Delivered,Delivered,UPI,UPI,Sep,Q3,2026
ORDX00306,11/25/2026,C103,LoomCraft India,Karnataka,South,South,TX205,Linen Touch,Linen Blend,190,190,388,10,73720,66348,66348,Match,Delivered,Delivered,Bank Transfer,Bank Transfer,Nov,Q4,2026
ORDX00307,9/17/2026,C101,Vardhan Textiles,Tamil Nadu,South,South,TX204,Rayon Flex,Rayon,649,649,241,15,156409,132947.65,132947.65,Match,Delivered,Delivered,Bank Transfer,Bank Transfer,Sep,Q3,2026
ORDX00308,5/4/2026,C104,Eastern Stitch Hub,West Bengal,East,East,TX204,Rayon Flex,Rayon,456,456,242,12,110352,97109.76,97109.76,Match,Delivered,Delivered,Bank Transfer,Bank Transfer,May,Q2,2026
ORDX00309,6/4/2026,C103,LoomCraft India,Karnataka,South,South,TX207,Poly Viscose,Viscose,126,126,213,10,26838,24154.2,24154.2,Match,Delivered,Delivered,Wallet,Wallet,Jun,Q2,2026
ORDX00310,7/2/2026,C106,Royal Weave Traders,Gujarat,West,West,TX205,Linen Touch,Linen Blend,420,420,401,10,168420,151578,151578,Match,Delivered,Delivered,Wallet,Wallet,Jul,Q3,2026
ORDX00311,11/10/2026,C110,Jaipur Fashion Yard,Rajasthan,North,North,TX207,Poly Viscose,Viscose,457,457,200,8,91400,84088,84088,Match,Delivered,Delivered,Credit,Credit,Nov,Q4,2026
ORDX00312,6/30/2026,C102,Metro Fabric House,Maharashtra,West,West,TX205,Linen Touch,Linen Blend,372,372,387,8,143964,132446.88,132446.88,Match,Delivered,Delivered,UPI,UPI,Jun,Q2,2026
ORDX00313,7/7/2026,C103,LoomCraft India,Karnataka,South,South,TX201,Organic Cotton,Cotton,429,429,230,12,98670,86829.6,86829.6,Match,Processing,Processing,Wallet,Wallet,Jul,Q3,2026
ORDX00314,2/3/2026,C110,Jaipur Fashion Yard,Rajasthan,,#REF!,TX204,Rayon Flex,Rayon,598,598,252,15,150696,128091.6,128091.6,Match,Shipped,Shipped,Cash,Cash,Feb,Q1,2026
ORDX00315,2/11/2026,C109,Odisha Style Mills,Odisha,East,East,TX204,Rayon Flex,Rayon,55,55,237,2,13035,12774.3,12774.3,Match,Delivered,Delivered,UPI,UPI,Feb,Q1,2026
ORDX00316,5/9/2026,C108,Punjab Cloth Market,Punjab,North,North,TX209,Workwear Poly,Poly Cotton,164,164,205,5,33620,31939,31939,Match,Delivered,Delivered,Credit,Credit,May,Q2,2026
ORDX00317,8/20/2026,C102,Metro Fabric House,Maharashtra,West,West,TX210,Matte Polyester,Polyester,318,318,192,3,61056,59224.32,59224.32,Match,Shipped,Shipped,Cash,Cash,Aug,Q3,2026
ORDX00318,3/20/2026,C106,Royal Weave Traders,Gujarat,West,West,TX208,Athleisure Knit,Cotton Lycra,207,207,284,3,58788,57024.36,57024.36,Match,Shipped,Shipped,UPI,UPI,Mar,Q1,2026
ORDX00319,1/8/2026,C107,Coastal Cotton Co,Kerala,South,South,TX205,Linen Touch,Linen Blend,234,234,397,0,92898,92898,92898,Match,Shipped,Shipped,Wallet,Wallet,Jan,Q1,2026
ORDX00320,6/1/2026,C103,LoomCraft India,Karnataka,South,South,TX208,Athleisure Knit,Cotton Lycra,51,51,299,8,15249,14029.08,14029.08,Match,Shipped,Shipped,Credit,Credit,Jun,Q2,2026
ORDX00321,7/30/2026,C104,Eastern Stitch Hub,West Bengal,East,East,TX204,Rayon Flex,Rayon,425,425,252,3,107100,103887,103887,Match,Delivered,Delivered,Credit,Credit,Jul,Q3,2026
ORDX00322,12/16/2026,C105,Northern Apparel Works,Delhi,North,North,TX205,Linen Touch,Linen Blend,386,386,384,15,148224,125990.4,125990.4,Match,Delivered,Delivered,Bank Transfer,Bank Transfer,Dec,Q4,2026
ORDX00323,9/13/2026,C101,Vardhan Textiles,Tamil Nadu,South,South,TX208,Athleisure Knit,Cotton Lycra,394,394,288,0,113472,113472,113472,Match,Delivered,Delivered,Credit,Credit,Sep,Q3,2026
ORDX00324,10/19/2026,C103,LoomCraft India,Karnataka,South,South,TX201,Organic Cotton,Cotton,416,416,223,5,92768,88129.6,88129.6,Match,Delivered,Delivered,UPI,UPI,Oct,Q4,2026
ORDX00325,7/9/2026,C110,Jaipur Fashion Yard,Rajasthan,North,North,TX207,Poly Viscose,Viscose,404,404,220,2,88880,87102.4,87102.4,Match,Delivered,Delivered,Cash,Cash,Jul,Q3,2026
ORDX00326,9/26/2026,C108,Punjab Cloth Market,Punjab,North,North,TX202,Printed Cambric,Printed Cotton,194,194,260,12,50440,44387.2,44387.2,Match,Processing,Processing,Bank Transfer,Bank Transfer,Sep,Q3,2026
ORDX00327,9/28/2026,C102,Metro Fabric House,Maharashtra,West,West,TX210,Matte Polyester,Polyester,307,307,187,15,57409,48797.65,48797.65,Match,Delivered,Delivered,UPI,UPI,Sep,Q3,2026
ORDX00328,4/24/2026,C108,Punjab Cloth Market,Punjab,North,North,TX210,Matte Polyester,Polyester,448,448,190,5,85120,80864,80864,Match,Shipped,Shipped,Cash,Cash,Apr,Q2,2026
ORDX00329,5/2/2026,C101,Vardhan Textiles,Tamil Nadu,South,South,TX208,Athleisure Knit,Cotton Lycra,578,578,302,10,174556,157100.4,157100.4,Match,Processing,Processing,Bank Transfer,Bank Transfer,May,Q2,2026
ORDX00330,5/29/2026,C109,Odisha Style Mills,Odisha,East,East,TX202,Printed Cambric,Printed Cotton,431,431,265,10,114215,102793.5,102793.5,Match,Returned,Returned,Bank Transfer,Bank Transfer,May,Q2,2026
ORDX00331,5/30/2026,C111,Hyderabad Fashion Line,Telangana,South,South,TX206,Silk Fusion,Silk Blend,269,269,616,0,165704,165704,165704,Match,Delivered,Delivered,Wallet,Wallet,May,Q2,2026
ORDX00332,1/29/2026,C102,Metro Fabric House,Maharashtra,West,West,TX202,Printed Cambric,Printed Cotton,247,247,264,12,65208,57383.04,57383.04,Match,Processing,Processing,Cash,Cash,Jan,Q1,2026
ORDX00333,2/13/2026,C107,Coastal Cotton Co,Kerala,South,South,TX208,Athleisure Knit,Cotton Lycra,495,495,290,10,143550,129195,129195,Match,Processing,Processing,UPI,UPI,Feb,Q1,2026
ORDX00334,7/10/2026,C108,Punjab Cloth Market,Punjab,North,North,TX203,Premium Denim,Denim,664,664,347,3,230408,223495.76,223495.76,Match,Shipped,Shipped,Bank Transfer,Bank Transfer,Jul,Q3,2026
ORDX00335,4/21/2026,C109,Odisha Style Mills,Odisha,East,East,TX205,Linen Touch,Linen Blend,170,170,400,2,68000,66640,66640,Match,Delivered,Delivered,UPI,UPI,Apr,Q2,2026
ORDX00336,1/3/2026,C112,UP Garment Source,Uttar Pradesh,North,North,TX205,Linen Touch,Linen Blend,483,483,382,5,184506,175280.7,175280.7,Match,Delivered,Delivered,Credit,Credit,Jan,Q1,2026
ORDX00337,1/10/2026,C102,Metro Fabric House,Maharashtra,West,West,TX209,Workwear Poly,Poly Cotton,439,439,203,15,89117,75749.45,75749.45,Match,Shipped,Shipped,Cash,Cash,Jan,Q1,2026
ORDX00338,4/22/2026,C102,Metro Fabric House,Maharashtra,West,West,TX209,Workwear Poly,Poly Cotton,47,47,209,0,9823,9823,9823,Match,Delivered,Delivered,Credit,Credit,Apr,Q2,2026
ORDX00339,2/23/2026,C110,Jaipur Fashion Yard,Rajasthan,North,North,TX210,Matte Polyester,Polyester,46,46,183,0,8418,8418,8418,Match,Delivered,Delivered,Credit,Credit,Feb,Q1,2026
ORDX00340,1/20/2026,C105,Northern Apparel Works,Delhi,North,North,TX209,Workwear Poly,Poly Cotton,621,621,208,15,129168,109792.8,109792.8,Match,Processing,Processing,Cash,Cash,Jan,Q1,2026
ORDX00341,5/12/2026,C105,Northern Apparel Works,Delhi,North,North,TX210,Matte Polyester,Polyester,657,657,173,8,113661,104568.12,104568.12,Match,Shipped,Shipped,Cash,Cash,May,Q2,2026
ORDX00342,8/18/2026,C110,Jaipur Fashion Yard,Rajasthan,North,North,TX205,Linen Touch,Linen Blend,503,503,382,10,192146,172931.4,172931.4,Match,Delivered,Delivered,Credit,Credit,Aug,Q3,2026
ORDX00343,7/7/2026,C106,Royal Weave Traders,Gujarat,West,West,TX204,Rayon Flex,Rayon,91,91,244,8,22204,20427.68,20427.68,Match,Delivered,Delivered,Bank Transfer,Bank Transfer,Jul,Q3,2026
ORDX00344,8/17/2026,C103,LoomCraft India,Karnataka,South,South,TX208,Athleisure Knit,Cotton Lycra,370,370,302,2,111740,109505.2,109505.2,Match,Shipped,Shipped,Credit,Credit,Aug,Q3,2026
ORDX00345,6/8/2026,C102,Metro Fabric House,Maharashtra,West,West,TX203,Premium Denim,Denim,222,222,343,5,76146,72338.7,72338.7,Match,Delivered,Delivered,Cash,Cash,Jun,Q2,2026
ORDX00346,4/19/2026,C106,Royal Weave Traders,Gujarat,West,West,TX208,Athleisure Knit,Cotton Lycra,110,110,305,10,33550,30195,30195,Match,Shipped,Shipped,Bank Transfer,Bank Transfer,Apr,Q2,2026
ORDX00347,12/16/2026,C103,LoomCraft India,Karnataka,South,South,TX204,Rayon Flex,Rayon,217,217,247,0,53599,53599,53599,Match,Delivered,Delivered,Bank Transfer,Bank Transfer,Dec,Q4,2026
ORDX00348,4/28/2026,C101,Vardhan Textiles,Tamil Nadu,South,South,TX209,Workwear Poly,Poly Cotton,195,195,195,0,38025,38025,38025,Match,Shipped,Shipped,Cash,Cash,Apr,Q2,2026
ORDX00349,5/17/2026,C106,Royal Weave Traders,Gujarat,West,West,TX207,Poly Viscose,Viscose,636,636,204,15,129744,110282.4,110282.4,Match,Delivered,Delivered,Wallet,Wallet,May,Q2,2026
ORDX00350,9/16/2026,C110,Jaipur Fashion Yard,Rajasthan,North,North,TX202,Printed Cambric,Printed Cotton,653,653,274,0,178922,178922,178922,Match,Processing,Processing,Wallet,Wallet,Sep,Q3,2026
ORDX00351,12/31/2026,C106,Royal Weave Traders,Gujarat,West,West,TX201,Organic Cotton,Cotton,597,597,228,8,136116,125226.72,125226.72,Match,Delivered,Delivered,Credit,Credit,Dec,Q4,2026
ORDX00352,12/15/2026,C103,LoomCraft India,Karnataka,South,South,TX205,Linen Touch,Linen Blend,83,83,384,8,31872,29322.24,29322.24,Match,Cancelled,Cancelled,Bank Transfer,Bank Transfer,Dec,Q4,2026
ORDX00353,9/17/2026,C106,Royal Weave Traders,Gujarat,West,West,TX210,Matte Polyester,Polyester,672,672,176,12,118272,104079.36,104079.36,Match,Delivered,Delivered,UPI,UPI,Sep,Q3,2026
ORDX00354,4/10/2026,C108,Punjab Cloth Market,Punjab,North,North,TX209,Workwear Poly,Poly Cotton,216,216,217,10,46872,42184.8,42184.8,Match,Delivered,Delivered,UPI,UPI,Apr,Q2,2026
ORDX00355,2/5/2026,C104,Eastern Stitch Hub,West Bengal,East,East,TX208,Athleisure Knit,Cotton Lycra,442,442,289,5,127738,121351.1,121351.1,Match,Delivered,Delivered,Bank Transfer,Bank Transfer,Feb,Q1,2026
ORDX00356,8/8/2026,C107,Coastal Cotton Co,Kerala,South,South,TX203,Premium Denim,Denim,304,304,334,15,101536,86305.6,86305.6,Match,Delivered,Delivered,Credit,Credit,Aug,Q3,2026
ORDX00357,2/13/2026,C109,Odisha Style Mills,Odisha,East,East,TX206,Silk Fusion,Silk Blend,262,262,605,15,158510,134733.5,134733.5,Match,Delivered,Delivered,Credit,Credit,Feb,Q1,2026
ORDX00358,1/21/2026,C111,Hyderabad Fashion Line,Telangana,South,South,TX209,Workwear Poly,Poly Cotton,230,230,190,2,43700,42826,42826,Match,Processing,Processing,Credit,Credit,Jan,Q1,2026
ORDX00359,5/23/2026,C108,Punjab Cloth Market,Punjab,North,North,TX204,Rayon Flex,Rayon,233,233,234,8,54522,50160.24,50160.24,Match,Processing,Processing,UPI,UPI,May,Q2,2026
ORDX00360,1/21/2026,C105,Northern Apparel Works,Delhi,North,North,TX210,Matte Polyester,Polyester,116,116,172,8,19952,18355.84,18355.84,Match,Shipped,Shipped,Wallet,Wallet,Jan,Q1,2026
ORDX00361,12/11/2026,C108,Punjab Cloth Market,Punjab,,#REF!,TX201,Organic Cotton,Cotton,418,418,234,5,97812,92921.4,92921.4,Match,Delivered,Delivered,UPI,UPI,Dec,Q4,2026
ORDX00362,7/15/2026,C102,Metro Fabric House,Maharashtra,West,West,TX205,Linen Touch,Linen Blend,524,524,381,0,199644,199644,199644,Match,Shipped,Shipped,UPI,UPI,Jul,Q3,2026
ORDX00363,3/2/2026,C101,Vardhan Textiles,Tamil Nadu,South,South,TX208,Athleisure Knit,Cotton Lycra,607,607,307,2,186349,182622.02,182622.02,Match,Shipped,Shipped,UPI,UPI,Mar,Q1,2026
ORDX00364,6/26/2026,C107,Coastal Cotton Co,Kerala,South,South,TX206,Silk Fusion,Silk Blend,563,563,600,2,337800,331044,331044,Match,Delivered,Delivered,Credit,Credit,Jun,Q2,2026
ORDX00365,12/7/2026,C101,Vardhan Textiles,Tamil Nadu,South,South,TX210,Matte Polyester,Polyester,551,551,191,2,105241,103136.18,103136.18,Match,Processing,Processing,Credit,Credit,Dec,Q4,2026
ORDX00366,5/24/2026,C110,Jaipur Fashion Yard,Rajasthan,North,North,TX202,Printed Cambric,Printed Cotton,469,469,251,8,117719,108301.48,108301.48,Match,Delivered,Delivered,Bank Transfer,Bank Transfer,May,Q2,2026
ORDX00367,4/9/2026,C111,Hyderabad Fashion Line,Telangana,South,South,TX210,Matte Polyester,Polyester,277,277,186,12,51522,45339.36,45339.36,Match,Delivered,Delivered,Wallet,Wallet,Apr,Q2,2026
ORDX00368,3/9/2026,C104,Eastern Stitch Hub,West Bengal,East,East,TX210,Matte Polyester,Polyester,248,248,193,12,47864,42120.32,42120.32,Match,Delivered,Delivered,Bank Transfer,Bank Transfer,Mar,Q1,2026
ORDX00369,6/17/2026,C112,UP Garment Source,Uttar Pradesh,North,North,TX209,Workwear Poly,Poly Cotton,92,92,215,5,19780,18791,18791,Match,Delivered,Delivered,Credit,Credit,Jun,Q2,2026
ORDX00370,9/11/2026,C109,Odisha Style Mills,Odisha,East,East,TX208,Athleisure Knit,Cotton Lycra,78,78,289,0,22542,22542,22542,Match,Delivered,Delivered,Bank Transfer,Bank Transfer,Sep,Q3,2026
ORDX00371,6/27/2026,C107,Coastal Cotton Co,Kerala,South,South,TX209,Workwear Poly,Poly Cotton,461,461,194,3,89434,86750.98,86750.98,Match,Returned,Returned,Bank Transfer,Bank Transfer,Jun,Q2,2026
ORDX00372,10/24/2026,C110,Jaipur Fashion Yard,Rajasthan,North,North,TX208,Athleisure Knit,Cotton Lycra,198,198,300,8,59400,54648,54648,Match,Delivered,Delivered,UPI,UPI,Oct,Q4,2026
ORDX00373,2/11/2026,C108,Punjab Cloth Market,Punjab,North,North,TX202,Printed Cambric,Printed Cotton,502,502,256,10,128512,115660.8,115660.8,Match,Delivered,Delivered,Cash,Cash,Feb,Q1,2026
ORDX00374,12/29/2026,C103,LoomCraft India,Karnataka,South,South,TX202,Printed Cambric,Printed Cotton,74,74,245,10,18130,16317,16317,Match,Shipped,Shipped,Wallet,Wallet,Dec,Q4,2026
